unique_id,year,term,difficulty,topic,small_step,video_id,video_title,channel,duration_formatted,semantic_scores,instruction_quality_scores,combined_scores
Year 11_Autumn_Higher_Similarity and congruence_Prove a pair of triangles are similar,Year 11,Autumn,Higher,Similarity and congruence,Prove a pair of triangles are similar,eGTL1FhG89E|hk_o0pzKSds|mJ4Ms6SXEgg,Similar Triangles Part 1 - Triangle Similarity Theorems|Similar Triangles – Triangle Similarity With Missing Information|Proving Triangle Congruence and Similarity,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Professor_Dave_Explains,00:12:13|00:10:18|00:05:08,0.9473|0.8974|0.9289,85.0|85.0|60.0,0.9084|0.8785|0.7974
Year 11_Autumn_Higher_Similarity and congruence_Areas of similar shapes,Year 11,Autumn,Higher,Similarity and congruence,Areas of similar shapes,VHQ_WoyQdUg|daUH79CkNS8|3_nW0FI4HS8,Area of Similar Figures - Using Ratios To Compare Areas|Corresponding Parts: Part 2 - Using Corresponding Sides and Angles To Determine Shape Similarity|Scaling Distance and Area Part 1: How To Apply a Scale Factor to 2D Shapes,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:11:51|00:10:12|00:10:35,1.0175|0.8481|0.8070,85.0|85.0|85.0,0.9505|0.8488|0.8242
Year 11_Autumn_Higher_Similarity and congruence_Volumes of similar shapes,Year 11,Autumn,Higher,Similarity and congruence,Volumes of similar shapes,VHQ_WoyQdUg|daUH79CkNS8|jaUN3NYnUFM,Area of Similar Figures - Using Ratios To Compare Areas|Corresponding Parts: Part 2 - Using Corresponding Sides and Angles To Determine Shape Similarity|Find Volumes of Similar Solids using Scale Factors | Eat Pi,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Eat_Pi,00:11:51|00:10:12|00:07:36,0.7998|0.7529|0.7176,85.0|85.0|75.0,0.8199|0.7917|0.7305
Year 11_Autumn_Higher_Similarity and congruence_Solve problems with area and volume in similar shapes,Year 11,Autumn,Higher,Similarity and congruence,Solve problems with area and volume in similar shapes,VHQ_WoyQdUg|daUH79CkNS8|7kYu1_52-PI,Area of Similar Figures - Using Ratios To Compare Areas|Corresponding Parts: Part 2 - Using Corresponding Sides and Angles To Determine Shape Similarity|Introduction to Volume: Part 1 - Cubic Measurement,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:11:51|00:10:12|00:09:29,0.8113|0.7392|0.7143,85.0|85.0|85.0,0.8268|0.7835|0.7686
Year 11_Autumn_Higher_Similarity and congruence_Prove a pair of triangles are congruent,Year 11,Autumn,Higher,Similarity and congruence,Prove a pair of triangles are congruent,eGTL1FhG89E|p2hjBI9fNas|0mKmYxuMirE,Similar Triangles Part 1 - Triangle Similarity Theorems|Congruence of triangle SSS SAS ASA AAS RHS Rule – Triangle Congruence Made Easy #mathematics|Congruent and Similar Triangles,Miacademy_&_MiaPrep_Learning_Channel|Marvel_Mathematics|Khan_Academy,00:12:13|00:08:47|00:03:53,0.8987|0.8529|0.8742,85.0|75.0|65.0,0.8792|0.8117|0.7845
Year 11_Autumn_Higher_Sequences and proof_Describe and continue sequences,Year 11,Autumn,Higher,Sequences and proof,Describe and continue sequences,DdaHMUAN09k|_cooC3yG_p0|Jb5qITOxgks,"Introduction to Arithmetic Sequences- Algebra for Teens!|Introduction to arithmetic sequences | Sequences, series and induction | Precalculus | Khan Academy|Converting Forms of Arithmetic Sequences- Algebra for Teens!",Miacademy_&_MiaPrep_Learning_Channel|Khan_Academy|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:07:06|00:02:41,0.8114|0.7791|0.7458,85.0|75.0|70.0,0.8269|0.7675|0.7275
Year 11_Autumn_Higher_Sequences and proof_Explore sequences with algebraic terms,Year 11,Autumn,Higher,Sequences and proof,Explore sequences with algebraic terms,DdaHMUAN09k|_cooC3yG_p0|R_cHNL4hE0M,"Introduction to Arithmetic Sequences- Algebra for Teens!|Introduction to arithmetic sequences | Sequences, series and induction | Precalculus | Khan Academy|Other Recursive Sequences- Algebra for Teens!",Miacademy_&_MiaPrep_Learning_Channel|Khan_Academy|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:07:06|00:06:29,0.7554|0.7451|0.7306,85.0|75.0|70.0,0.7933|0.7471|0.7183
Year 11_Autumn_Higher_Sequences and proof_Describe and continue sequences involving surds (E),Year 11,Autumn,Higher,Sequences and proof,Describe and continue sequences involving surds (E),DdaHMUAN09k|8cKiweNbbbc|R_cHNL4hE0M,Introduction to Arithmetic Sequences- Algebra for Teens!|Geometric Sequences- Algebra for Teens!|Other Recursive Sequences- Algebra for Teens!,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:03:53|00:06:29,0.6785|0.5866|0.6447,70.0|75.0|65.0,0.6871|0.6519|0.6468
Year 11_Autumn_Higher_Sequences and proof_Generate a sequence given an algebraic rule,Year 11,Autumn,Higher,Sequences and proof,Generate a sequence given an algebraic rule,DdaHMUAN09k|IEjrH1Zy1vc|KpUBYyANVSs,Introduction to Arithmetic Sequences- Algebra for Teens!|Using Arithmetic Sequence Formulas- Algebra for Teens!|Sequences and Domain- Algebra for Teens!,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:04:23|00:06:28|00:06:58,0.7290|0.7311|0.7723,85.0|75.0|65.0,0.7774|0.7387|0.7234
Year 11_Autumn_Higher_Sequences and proof_nth term of a linear sequence,Year 11,Autumn,Higher,Sequences and proof,nth term of a linear sequence,DdaHMUAN09k|18QmGjau-nU|_cooC3yG_p0,"Introduction to Arithmetic Sequences- Algebra for Teens!|Find ANY Term of an Arithmetic Sequence | HS.F-LE.A.1 #fallintoshorts|Introduction to arithmetic sequences | Sequences, series and induction | Precalculus | Khan Academy",Miacademy_&_MiaPrep_Learning_Channel|The_Magic_of_Math|Khan_Academy,00:04:23|00:00:00|00:07:06,0.7828|0.7584|0.7420,85.0|75.0|70.0,0.8097|0.7551|0.7252
Year 11_Autumn_Higher_Sequences and proof_nth term of a quadratic sequence (E),Year 11,Autumn,Higher,Sequences and proof,nth term of a quadratic sequence (E),ydjsZhX2NU8|7Isa4P8lISc|KpUBYyANVSs,Nonlinear Sequences (With Examples)|Finding the nth term of a Quadratic Sequence - GCSE Higher Maths|Sequences and Domain- Algebra for Teens!,Ben_Maths_Tutor|1st_Class_Maths|Miacademy_&_MiaPrep_Learning_Channel,00:08:20|00:05:44|00:06:58,0.8933|0.8107|0.7230,65.0|75.0|60.0,0.7960|0.7864|0.6738
Year 11_Autumn_Higher_Sequences and proof_Represent numbers algebraically,Year 11,Autumn,Higher,Sequences and proof,Represent numbers algebraically,xvgp6RTOalA|vV7C7bXm4VI|niX0LH-dTWI,Skip Counting: Part 2 - Even and Odd Numbers|Math Antics - Number Patterns|Proof - Odd composite numbers (1 of 3: Setup),Miacademy_&_MiaPrep_Learning_Channel|mathantics|Eddie_Woo,00:05:35|00:13:53|00:00:00,0.6826|0.7189|0.7010,85.0|70.0|45.0,0.7496|0.7113|0.6006
Year 11_Autumn_Higher_Sequences and proof_Algebraic arguments and proof,Year 11,Autumn,Higher,Sequences and proof,Algebraic arguments and proof,ppw-ffPmmGo|-KPuk4POzsI|BzRGbty3qXg,Algebraic Proofs - Using Algebra in Geometry Proofs|Divisibility Proof (1 of 2: Sum of 7 consecutive integers)|Proving recursive formula by induction (Exam Question 5 of 12),Miacademy_&_MiaPrep_Learning_Channel|Eddie_Woo|Eddie_Woo,00:08:41|00:00:00|00:00:00,0.7933|0.6626|0.6707,85.0|65.0|45.0,0.8160|0.6575|0.5824
Year 11_Autumn_Higher_Circle theorems_Angles in circles,Year 11,Autumn,Higher,Circle theorems,Angles in circles,nsSH1ivI76g|EjyVTEALoeo|kCYUGf1wAUc,Using Angle Relationships - Solve Triangle Angle Problems|Triangles - Naming Triangles and Missing Angle Measurements|Lines and Angles: Part 2  - Congruence and Missing Angle Measures,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:10:32|00:09:31|00:10:02,0.7253|0.7522|0.7220,85.0|75.0|75.0,0.7752|0.7513|0.7332
Year 11_Autumn_Higher_Circle theorems_Circle theorem (angles at the centre and circumference),Year 11,Autumn,Higher,Circle theorems,Circle theorem (angles at the centre and circumference),diS6kmhI3mY|BFkDkOY00Wk|XUus6-9E9sQ,Angles Inside the Circle - Central and Inscribed Angles|Circle Theorem 4 - Cyclic Quadrilaterals|Everything About Circle Theorems - In 3 minutes!,Miacademy_&_MiaPrep_Learning_Channel|STWA_Mathematics|EasiAsPi,00:06:30|00:04:51|00:04:11,0.7950|0.7725|0.8018,75.0|60.0|45.0,0.7770|0.7035|0.6611
Year 11_Autumn_Higher_Circle theorems_Circle theorem (angles in a semicircle),Year 11,Autumn,Higher,Circle theorems,Circle theorem (angles in a semicircle),YC-SDuhS_V8|E9JN9nWES94|des4jx-5uS4,"59. KEY CIRCLE THEOREM: ANGLE IN SEMICIRCLE IS 90 DEGREES!!! (A-level Maths, Pure Maths Video 59)|Semi Circles on Argand Diagrams (2 of 3: Graphing the locus)|Circle Theorems",A-Level_Maths_Tutor_UK|Eddie_Woo|Maths_Genie,00:06:39|00:00:00|00:09:52,0.7861|0.8014|0.7907,60.0|45.0|45.0,0.7117|0.6609|0.6544
Year 11_Autumn_Higher_Circle theorems_Circle theorem (angles in the same segment),Year 11,Autumn,Higher,Circle theorems,Circle theorem (angles in the same segment),kIjhnMKDSqM|T7KfbAgrL-A|des4jx-5uS4,Circle Theorems Explained | Easy Geometry Lessons for Students|Circle theorems - Alternate Segment Theorem|Circle Theorems,Simple_Steps_Math|State_Of_Math|Maths_Genie,00:09:04|00:08:18|00:09:52,0.8888|0.7841|0.8198,55.0|60.0|45.0,0.7533|0.7104|0.6719
Year 11_Autumn_Higher_Circle theorems_Circle theorem (angles in a cyclic quadrilateral),Year 11,Autumn,Higher,Circle theorems,Circle theorem (angles in a cyclic quadrilateral),BFkDkOY00Wk|3c7QfHdrXHc|_-8mCtvv7QQ,Circle Theorem 4 - Cyclic Quadrilaterals|Theorem on Cyclic Quadrilateral | Circles | Class 10 Math ICSE|Circle Theorem: Cyclic Quadrilateral,STWA_Mathematics|Lido_-_Class_9_&_10_ICSE|OG's_wealth_of_maths,00:04:51|00:04:32|00:08:20,0.9283|0.9177|0.9099,65.0|65.0|45.0,0.8170|0.8106|0.7260
Year 11_Autumn_Higher_Circle theorems_Circle theorem (perpendicular from the centre to a chord),Year 11,Autumn,Higher,Circle theorems,Circle theorem (perpendicular from the centre to a chord),Ne0l6VDCxow|P3dUbWq0NIg|l5aoJsinBC8,"The Perpendicular Bisector: Why It Passes Though The Circle Center! #circletheorem #gcse|Circles (part 5)  Perpendicular Chord Bisector|Perpendicular drawn from the centre to the chord, bisect the chord and its converse",TinyMaths|Paul_Holloway|NMC-Normal_Mathematics_Clarification,00:06:02|00:05:16|00:07:24,0.9820|0.8739|0.8765,75.0|65.0|40.0,0.8892|0.7843|0.6859
Year 11_Autumn_Higher_Circle theorems_Circle theorem (angle between radius and tangent),Year 11,Autumn,Higher,Circle theorems,Circle theorem (angle between radius and tangent),cA7kU-6vhvo|zx4umtfYEqs|rjioK-3ehPw,"Circle Theorem 3: Angle between the Radius and Tangent|Angles between a tangent and radius | GCSE & IGCSE Maths | AQA, Edexcel, CIE, OCR and O Levels|Circle theorems - tangent and radius meet at 90 degrees",MrMansbridgeMaths|QuickSense_Education|GraphicMaths,00:04:17|00:05:16|00:04:16,0.8843|0.8431|0.8340,60.0|55.0|55.0,0.7706|0.7259|0.7204
Year 11_Autumn_Higher_Circle theorems_Circle theorem (two tangents from a point),Year 11,Autumn,Higher,Circle theorems,Circle theorem (two tangents from a point),ZoSqd3dlU20|des4jx-5uS4|POipYSloLAE,Two tangents from external point are equal Circle Theorem Example GCSE -GCSE-EDEXCEL-SAT|Circle Theorems|Circle Theorem 7: Tangents from the Same External Point to a Circle to point of Tangency are Equal.,Anil_Kumar|Maths_Genie|Caribbean_Math_Gem_💎_,00:05:05|00:09:52|00:08:00,0.8856|0.8955|0.8908,60.0|45.0|40.0,0.7713|0.7173|0.6945
Year 11_Autumn_Higher_Circle theorems_Circle theorem (alternate segment theorem) (E),Year 11,Autumn,Higher,Circle theorems,Circle theorem (alternate segment theorem) (E),T7KfbAgrL-A|qj8tZq1k6Ao|kuouIqenGAw,"Circle theorems - Alternate Segment Theorem|GCSE Maths revision Exam practice circle theorems - Alternate segment theorem & Cyclic quad|CIRCLES, CHORDS TANGENTS AND ANGLES. FORM 3 MATHEMATICS",State_Of_Math|RawMaths|Shifting_Grades_Online_School_,00:08:18|00:06:31|00:09:13,0.9076|0.9202|0.9048,65.0|45.0|45.0,0.8045|0.7321|0.7229
Year 11_Autumn_Higher_Circle theorems_Solve problems with circle theorems,Year 11,Autumn,Higher,Circle theorems,Solve problems with circle theorems,XUus6-9E9sQ|des4jx-5uS4|5JtP4zYBnMk,Everything About Circle Theorems - In 3 minutes!|Circle Theorems|Two Tangents intersect at a point in the exterior of the circle (English-Explained),EasiAsPi|Maths_Genie|Math_and_Language_by_James_Juni,00:04:11|00:09:52|00:05:30,0.8168|0.7429|0.7085,60.0|60.0|60.0,0.7301|0.6858|0.6651
Year 11_Spring_Foundation_Functions and graphs_Function machines,Year 11,Spring,Foundation,Functions and graphs,Function machines,5R-WjmWu9_Y|a0z3hQ4Qtxw|jnguI1FtOjM,Function machines|2 Step Function Machines|One Step Function Machines,Maesteg_Maths|Summerhill_Maths|Miss_P-H,00:05:27|00:08:25|00:04:39,0.8728|0.8731|0.8274,75.0|70.0|65.0,0.8237|0.8039|0.7564
Year 11_Spring_Foundation_Functions and graphs_Write an expression or formula from a function machine,Year 11,Spring,Foundation,Functions and graphs,Write an expression or formula from a function machine,dx8ZRr5OlYI|5R-WjmWu9_Y|xMNfgaq0gfI,Evaluating Functions - How To Use Function Notation and Find Values|Function machines|Function Machines (2) F3-F5,Miacademy_&_MiaPrep_Learning_Channel|Maesteg_Maths|Battersea_Classroom,00:12:09|00:05:27|00:04:32,0.8136|0.7768|0.7770,85.0|75.0|60.0,0.8282|0.7661|0.7062
Year 11_Spring_Foundation_Functions and graphs_Quadratic graphs,Year 11,Spring,Foundation,Functions and graphs,Quadratic graphs,IJpF2dnbIyk|y5mOg_h53J4|Gfkydfx5QIo,Graphing Piecewise Functions – Build and Analyze Graphs|Using Quadratic Graphs to Answer Questions|Unit Introduction: Quadratic Functions - Explore Parabolas and Key Features,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:12:12|00:04:54|00:04:04,0.7806|0.7225|0.7234,75.0|75.0|70.0,0.7684|0.7335|0.7140
Year 11_Spring_Foundation_Functions and graphs_Cubic graphs,Year 11,Spring,Foundation,Functions and graphs,Cubic graphs,uOLCf8uqrWM|UgJ7TTQomT4|6rUoChk1awg,Plot Cubic Curves | Graphs | Maths | FuseSchool|Cubic and Quartic Graphs (Part 1) - Graphs and Transformations (Y1) - Edexcel AS and A Level Maths|Draw Cubic Graph Grade 12,FuseSchool_-_Global_Education|Former_A_Level_Maths_Student|Kevinmathscience,00:04:05|00:09:18|00:06:57,0.8673|0.8620|0.8856,75.0|55.0|45.0,0.8204|0.7372|0.7114
Year 11_Spring_Foundation_Functions and graphs_Reciprocal graphs,Year 11,Spring,Foundation,Functions and graphs,Reciprocal graphs,xvNsqe8E6Tk|Q2o3KEnrHjc|GCI_Uw6rPdc,Reciprocal Functions - Explore Graphs and Properties|Translations of Reciprocal Functions - Shifting Rational Graphs|Graphing Rational Functions - How To Graph Rational Functions,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:13:49|00:12:49|00:14:55,0.9250|0.8236|0.8522,85.0|85.0|75.0,0.8950|0.8342|0.8113
Year 11_Spring_Foundation_Functions and graphs_Recognise and sketch graphs,Year 11,Spring,Foundation,Functions and graphs,Recognise and sketch graphs,y5mOg_h53J4|ks77Rj76cqo|UgJ7TTQomT4,Using Quadratic Graphs to Answer Questions|Cubic Graphs | GCSE Maths|Cubic and Quartic Graphs (Part 1) - Graphs and Transformations (Y1) - Edexcel AS and A Level Maths,Miacademy_&_MiaPrep_Learning_Channel|Brainstorm_-_Maths_and_Science|Former_A_Level_Maths_Student,00:04:54|00:04:56|00:09:18,0.7044|0.7319|0.7070,75.0|70.0|55.0,0.7226|0.7191|0.6442
Year 11_Spring_Foundation_Equations and formulae_Solve equations,Year 11,Spring,Foundation,Equations and formulae,Solve equations,is7Bp4ZqzU0|LDIiYKYvvdA|CxYMj1yKeK0,Model & Solve Two Step Equations THREE Ways | 7.EE.B.4.a 💚|Algebra Basics: Solving 2-Step Equations - Math Antics|Solving One-Step Equations: Part 2 – Equations With Multiplication and Division,The_Magic_of_Math|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:00:00|00:10:29|00:08:16,0.7496|0.6895|0.6848,85.0|85.0|85.0,0.7898|0.7537|0.7509
Year 11_Spring_Foundation_Equations and formulae_Form and solve equations,Year 11,Spring,Foundation,Equations and formulae,Form and solve equations,is7Bp4ZqzU0|PTXqR8U9GH8|qg5hCaZlKEY,Model & Solve Two Step Equations THREE Ways | 7.EE.B.4.a 💚|Solving Two Step Equations with Parentheses FOUR Ways! | 7.EE.B.4.a 💚|Solving Equations Using Substitution - What Does It Mean To Solve an Equation?,The_Magic_of_Math|The_Magic_of_Math|Miacademy_&_MiaPrep_Learning_Channel,00:00:00|00:00:00|00:08:17,0.7970|0.7324|0.7298,85.0|85.0|85.0,0.8182|0.7795|0.7779
Year 11_Spring_Foundation_Equations and formulae_Form and solve equations with unknowns on both sides (E),Year 11,Spring,Foundation,Equations and formulae,Form and solve equations with unknowns on both sides (E),AXClN83islU|Qyd_v3DGzTM|l3XzepN03KQ,Equations with Variables on Both Sides|Algebra Basics: Solving Basic Equations Part 2 - Math Antics|Algebra Basics: Solving Basic Equations Part 1 - Math Antics,Miacademy_&_MiaPrep_Learning_Channel|mathantics|mathantics,00:07:00|00:09:35|00:11:08,0.7408|0.7331|0.7099,85.0|85.0|85.0,0.7845|0.7799|0.7659
Year 11_Spring_Foundation_Equations and formulae_Solve inequalities,Year 11,Spring,Foundation,Equations and formulae,Solve inequalities,TS7LFuqKcZ8|FGKsdU8g9HU|RPl83krf45w,Unit Introduction: Inequalities - Writing and Describing Inequalities|Solving Two-Step Inequalities (Step-by-Step Examples)|Keeping Inequalities True - How To Solve Inequalities With Negative Coefficients,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Miacademy_&_MiaPrep_Learning_Channel,00:07:29|00:18:48|00:11:01,0.7839|0.7649|0.7464,85.0|85.0|85.0,0.8104|0.7990|0.7878
Year 11_Spring_Foundation_Equations and formulae_Form and solve inequalities (E),Year 11,Spring,Foundation,Equations and formulae,Form and solve inequalities (E),TS7LFuqKcZ8|FGKsdU8g9HU|8Poe9LwGO1Q,Unit Introduction: Inequalities - Writing and Describing Inequalities|Solving Two-Step Inequalities (Step-by-Step Examples)|Writing Inequalities from Graphs for Teens!,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Miacademy_&_MiaPrep_Learning_Channel,00:07:29|00:18:48|00:05:27,0.7439|0.7196|0.7113,85.0|85.0|65.0,0.7863|0.7718|0.6868
Year 11_Spring_Foundation_Equations and formulae_Form and solve more complex equations and inequalities (E),Year 11,Spring,Foundation,Equations and formulae,Form and solve more complex equations and inequalities (E),OOv3Pfku_dg|ghULOykRl_k|TS7LFuqKcZ8,Teach Me About Compound Inequalities That Use And & Or|Teach Me About Double Inequalities|Unit Introduction: Inequalities - Writing and Describing Inequalities,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:08:54|00:07:45|00:07:29,0.7338|0.7168|0.7069,85.0|85.0|85.0,0.7803|0.7701|0.7641
Year 11_Spring_Foundation_Equations and formulae_Solve simultaneous equations,Year 11,Spring,Foundation,Equations and formulae,Solve simultaneous equations,l0E4Y7drlJc|O7Q9-WDFWnc|o5JosuKTUyA,Solving Systems by Substitution: Part 2 - Continue Solving With Substitution|Solutions to a Linear System – What Does a Solution Really Mean?|Simultaneous Equations grade 10 | Introduction to Elimination and Substitution,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Kevinmathscience,00:07:03|00:10:11|00:05:14,0.8052|0.7289|0.7946,85.0|85.0|65.0,0.8231|0.7774|0.7368
Year 11_Spring_Foundation_Rates_Convert between hours and minutes,Year 11,Spring,Foundation,Rates,Convert between hours and minutes,atGN11xQJUI|mHXNv7418V4|IPaPdf9ck8M,Multistep Unit Conversions - Writing and Solving Proportions|Comparing Rates - Using Unit Rate To Make Decisions|How To Convert Decimal Time To Hours And Minutes,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Online_Employee_Time_Clock_&_Payroll_by_OnTheClock,00:09:55|00:12:16|00:04:25,0.7231|0.7620|0.7436,85.0|75.0|65.0,0.7739|0.7572|0.7061
